また	接続詞,*,*,*,*,*,また,マタ,マタ
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ
あっ	助動詞,*,*,*,五段・ラ行アル,連用タ接続,ある,アッ,アッ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。	記号,句点,*,*,*,*,。,。,。
[	名詞,サ変接続,*,*,*,*,*
その	連体詞,*,*,*,*,*,その,ソノ,ソノ
]	名詞,サ変接続,*,*,*,*,*
銀	名詞,一般,*,*,*,*,銀,ギン,ギン
，	記号,読点,*,*,*,*,，,，,，
鉄	名詞,一般,*,*,*,*,鉄,テツ,テツ
，	記号,読点,*,*,*,*,，,，,，
すず	名詞,固有名詞,人名,名,*,*,すず,スズ,スズ
，	記号,読点,*,*,*,*,，,，,，
および	接続詞,*,*,*,*,*,および,オヨビ,オヨビ
鉛	名詞,一般,*,*,*,*,鉛,ナマリ,ナマリ
と	助詞,並立助詞,*,*,*,*,と,ト,ト
引き換え	名詞,一般,*,*,*,*,引き換え,ヒキカエ,ヒキカエ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
，	記号,読点,*,*,*,*,，,，,，
あなた	名詞,代名詞,一般,*,*,*,あなた,アナタ,アナタ
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ
蓄え	動詞,自立,*,*,一段,連用形,蓄える,タクワエ,タクワエ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
物	名詞,非自立,一般,*,*,*,物,モノ,モノ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
与え	動詞,自立,*,*,一段,未然形,与える,アタエ,アタエ
られ	動詞,接尾,*,*,一段,連用形,られる,ラレ,ラレ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。	記号,句点,*,*,*,*,。,。,。
ヤワン	名詞,一般,*,*,*,*,*
，	記号,読点,*,*,*,*,，,，,，
トバル	名詞,一般,*,*,*,*,*
，	記号,読点,*,*,*,*,，,，,，
および	接続詞,*,*,*,*,*,および,オヨビ,オヨビ
メシェク	名詞,一般,*,*,*,*,*
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
あなた	名詞,代名詞,一般,*,*,*,あなた,アナタ,アナタ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
貿易	名詞,サ変接続,*,*,*,*,貿易,ボウエキ,ボーエキ
商	名詞,接尾,一般,*,*,*,商,ショウ,ショー
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ
あっ	助動詞,*,*,*,五段・ラ行アル,連用タ接続,ある,アッ,アッ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。	記号,句点,*,*,*,*,。,。,。
人間	名詞,一般,*,*,*,*,人間,ニンゲン,ニンゲン
の	助詞,連体化,*,*,*,*,の,ノ,ノ
魂	名詞,一般,*,*,*,*,魂,タマシイ,タマシー
と	助詞,並立助詞,*,*,*,*,と,ト,ト
銅	名詞,一般,*,*,*,*,銅,ドウ,ドー
製品	名詞,一般,*,*,*,*,製品,セイヒン,セイヒン
と	助詞,並立助詞,*,*,*,*,と,ト,ト
引き換え	名詞,一般,*,*,*,*,引き換え,ヒキカエ,ヒキカエ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
，	記号,読点,*,*,*,*,，,，,，
あなた	名詞,代名詞,一般,*,*,*,あなた,アナタ,アナタ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
交易	名詞,サ変接続,*,*,*,*,交易,コウエキ,コーエキ
品	名詞,接尾,一般,*,*,*,品,ヒン,ヒン
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
与え	動詞,自立,*,*,一段,未然形,与える,アタエ,アタエ
られ	動詞,接尾,*,*,一段,連用形,られる,ラレ,ラレ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。	記号,句点,*,*,*,*,。,。,。
トガルマ	名詞,一般,*,*,*,*,*
の	助詞,連体化,*,*,*,*,の,ノ,ノ
家	名詞,一般,*,*,*,*,家,イエ,イエ
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
馬	名詞,一般,*,*,*,*,馬,ウマ,ウマ
，	記号,読点,*,*,*,*,，,，,，
乗用	名詞,一般,*,*,*,*,乗用,ジョウヨウ,ジョーヨー
馬	名詞,接尾,一般,*,*,*,馬,バ,バ
，	名詞,数,*,*,*,*,，,，,，
ら	名詞,接尾,一般,*,*,*,ら,ラ,ラ
ば	名詞,一般,*,*,*,*,ば,バ,バ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
出	動詞,自立,*,*,一段,連用形,出る,デ,デ
，	記号,読点,*,*,*,*,，,，,，
[	名詞,サ変接続,*,*,*,*,*
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ
と	助詞,格助詞,一般,*,*,*,と,ト,ト
引き換え	名詞,一般,*,*,*,*,引き換え,ヒキカエ,ヒキカエ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
]	名詞,サ変接続,*,*,*,*,*
あなた	名詞,代名詞,一般,*,*,*,あなた,アナタ,アナタ
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ
蓄え	動詞,自立,*,*,一段,連用形,蓄える,タクワエ,タクワエ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
物	名詞,非自立,一般,*,*,*,物,モノ,モノ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
与え	動詞,自立,*,*,一段,未然形,与える,アタエ,アタエ
られ	動詞,接尾,*,*,一段,連用形,られる,ラレ,ラレ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。	記号,句点,*,*,*,*,。,。,。
デダン	名詞,一般,*,*,*,*,*
の	助詞,連体化,*,*,*,*,の,ノ,ノ
子	名詞,一般,*,*,*,*,子,コ,コ
ら	名詞,接尾,一般,*,*,*,ら,ラ,ラ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
あなた	名詞,代名詞,一般,*,*,*,あなた,アナタ,アナタ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
貿易	名詞,サ変接続,*,*,*,*,貿易,ボウエキ,ボーエキ
商	名詞,接尾,一般,*,*,*,商,ショウ,ショー
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ
あっ	助動詞,*,*,*,五段・ラ行アル,連用タ接続,ある,アッ,アッ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。	記号,句点,*,*,*,*,。,。,。
多く	名詞,副詞可能,*,*,*,*,多く,オオク,オーク
の	助詞,連体化,*,*,*,*,の,ノ,ノ
島	名詞,一般,*,*,*,*,島,シマ,シマ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
あなた	名詞,代名詞,一般,*,*,*,あなた,アナタ,アナタ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
雇わ	動詞,自立,*,*,五段・ワ行促音便,未然形,雇う,ヤトワ,ヤトワ
れる	動詞,接尾,*,*,一段,基本形,れる,レル,レル
商人	名詞,一般,*,*,*,*,商人,ショウニン,ショーニン
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ
あっ	助動詞,*,*,*,五段・ラ行アル,連用タ接続,ある,アッ,アッ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。	記号,句点,*,*,*,*,。,。,。
彼ら	名詞,代名詞,一般,*,*,*,彼ら,カレラ,カレラ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
象牙	名詞,一般,*,*,*,*,象牙,ゾウゲ,ゾーゲ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
角	名詞,一般,*,*,*,*,角,カク,カク
と	助詞,並立助詞,*,*,*,*,と,ト,ト
黒	名詞,一般,*,*,*,*,黒,クロ,クロ
たん	名詞,一般,*,*,*,*,たん,タン,タン
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
あなた	名詞,代名詞,一般,*,*,*,あなた,アナタ,アナタ
へ	助詞,格助詞,一般,*,*,*,へ,ヘ,エ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
贈り物	名詞,サ変接続,*,*,*,*,贈り物,オクリモノ,オクリモノ
として	助詞,格助詞,連語,*,*,*,として,トシテ,トシテ
支払っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,支払う,シハラッ,シハラッ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。	記号,句点,*,*,*,*,。,。,。
エドム	名詞,一般,*,*,*,*,*
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
，	記号,読点,*,*,*,*,，,，,，
あなた	名詞,代名詞,一般,*,*,*,あなた,アナタ,アナタ
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ
作っ	動詞,自立,*,*,五段・ラ行,連用タ接続,作る,ツクッ,ツクッ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
物	名詞,非自立,一般,*,*,*,物,モノ,モノ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
満ち	動詞,自立,*,*,一段,連用形,満ちる,ミチ,ミチ
あふれ	動詞,自立,*,*,一段,連用形,あふれる,アフレ,アフレ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
おり	動詞,非自立,*,*,五段・ラ行,連用形,おる,オリ,オリ
，	記号,読点,*,*,*,*,，,，,，
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ
ゆえ	名詞,接尾,一般,*,*,*,ゆえ,ユエ,ユエ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
あなた	名詞,代名詞,一般,*,*,*,あなた,アナタ,アナタ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
商人	名詞,一般,*,*,*,*,商人,ショウニン,ショーニン
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ
あっ	助動詞,*,*,*,五段・ラ行アル,連用タ接続,ある,アッ,アッ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。	記号,句点,*,*,*,*,。,。,。
トルコ玉	名詞,一般,*,*,*,*,トルコ玉,トルコダマ,トルコダマ
，	記号,読点,*,*,*,*,，,，,，
赤	名詞,一般,*,*,*,*,赤,アカ,アカ
紫	名詞,一般,*,*,*,*,紫,ムラサキ,ムラサキ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
染め	動詞,自立,*,*,一段,連用形,染める,ソメ,ソメ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
羊毛	名詞,一般,*,*,*,*,羊毛,ヨウモウ,ヨーモー
，	記号,読点,*,*,*,*,，,，,，
色とりどり	名詞,一般,*,*,*,*,色とりどり,イロトリドリ,イロトリドリ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
生地	名詞,一般,*,*,*,*,生地,キジ,キジ
，	記号,読点,*,*,*,*,，,，,，
上等	名詞,一般,*,*,*,*,上等,ジョウトウ,ジョートー
の	助詞,連体化,*,*,*,*,の,ノ,ノ
織物	名詞,一般,*,*,*,*,織物,オリモノ,オリモノ
，	記号,読点,*,*,*,*,，,，,，
さん	名詞,接尾,人名,*,*,*,さん,サン,サン
ご	接頭詞,名詞接続,*,*,*,*,ご,ゴ,ゴ
，	記号,読点,*,*,*,*,，,，,，
ルビー	名詞,一般,*,*,*,*,ルビー,ルビー,ルビー
と	助詞,並立助詞,*,*,*,*,と,ト,ト
引き換え	名詞,一般,*,*,*,*,引き換え,ヒキカエ,ヒキカエ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
，	記号,読点,*,*,*,*,，,，,，
あなた	名詞,代名詞,一般,*,*,*,あなた,アナタ,アナタ
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ
蓄え	動詞,自立,*,*,一段,連用形,蓄える,タクワエ,タクワエ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
物	名詞,非自立,一般,*,*,*,物,モノ,モノ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
与え	動詞,自立,*,*,一段,未然形,与える,アタエ,アタエ
られ	動詞,接尾,*,*,一段,連用形,られる,ラレ,ラレ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。	記号,句点,*,*,*,*,。,。,。
「	記号,括弧開,*,*,*,*,「,「,「
『	記号,括弧開,*,*,*,*,『,『,『
「	記号,括弧開,*,*,*,*,「,「,「
ユダ	名詞,一般,*,*,*,*,*
と	助詞,並立助詞,*,*,*,*,と,ト,ト
イスラエル	名詞,固有名詞,地域,国,*,*,イスラエル,イスラエル,イスラエル
の	助詞,連体化,*,*,*,*,の,ノ,ノ
地	名詞,一般,*,*,*,*,地,チ,チ
も	助詞,係助詞,*,*,*,*,も,モ,モ
あなた	名詞,代名詞,一般,*,*,*,あなた,アナタ,アナタ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
貿易	名詞,サ変接続,*,*,*,*,貿易,ボウエキ,ボーエキ
商	名詞,接尾,一般,*,*,*,商,ショウ,ショー
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ
あっ	助動詞,*,*,*,五段・ラ行アル,連用タ接続,ある,アッ,アッ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。	記号,句点,*,*,*,*,。,。,。
ミニト	名詞,一般,*,*,*,*,*
の	助詞,連体化,*,*,*,*,の,ノ,ノ
小麦	名詞,一般,*,*,*,*,小麦,コムギ,コムギ
，	記号,読点,*,*,*,*,，,，,，
特別	名詞,形容動詞語幹,*,*,*,*,特別,トクベツ,トクベツ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
食料	名詞,一般,*,*,*,*,食料,ショクリョウ,ショクリョー
，	記号,読点,*,*,*,*,，,，,，
蜜	名詞,一般,*,*,*,*,蜜,ミツ,ミツ
，	記号,読点,*,*,*,*,，,，,，
油	名詞,一般,*,*,*,*,油,アブラ,アブラ
，	記号,読点,*,*,*,*,，,，,，
バルサム	名詞,一般,*,*,*,*,バルサム,バルサム,バルサム
と	助詞,並立助詞,*,*,*,*,と,ト,ト
引き換え	名詞,一般,*,*,*,*,引き換え,ヒキカエ,ヒキカエ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
，	記号,読点,*,*,*,*,，,，,，
あなた	名詞,代名詞,一般,*,*,*,あなた,アナタ,アナタ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
交易	名詞,サ変接続,*,*,*,*,交易,コウエキ,コーエキ
品	名詞,接尾,一般,*,*,*,品,ヒン,ヒン
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
与え	動詞,自立,*,*,一段,未然形,与える,アタエ,アタエ
られ	動詞,接尾,*,*,一段,連用形,られる,ラレ,ラレ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。	記号,句点,*,*,*,*,。,。,。
「	記号,括弧開,*,*,*,*,「,「,「
『	記号,括弧開,*,*,*,*,『,『,『
「	記号,括弧開,*,*,*,*,「,「,「
ダマスカス	名詞,固有名詞,地域,一般,*,*,ダマスカス,ダマスカス,ダマスカス
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
あなた	名詞,代名詞,一般,*,*,*,あなた,アナタ,アナタ
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ
作っ	動詞,自立,*,*,五段・ラ行,連用タ接続,作る,ツクッ,ツクッ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
非常	名詞,形容動詞語幹,*,*,*,*,非常,ヒジョウ,ヒジョー
に	助詞,副詞化,*,*,*,*,に,ニ,ニ
多く	名詞,副詞可能,*,*,*,*,多く,オオク,オーク
の	助詞,連体化,*,*,*,*,の,ノ,ノ
物	名詞,非自立,一般,*,*,*,物,モノ,モノ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
扱う	動詞,自立,*,*,五段・ワ行促音便,基本形,扱う,アツカウ,アツカウ
あなた	名詞,代名詞,一般,*,*,*,あなた,アナタ,アナタ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
商人	名詞,一般,*,*,*,*,商人,ショウニン,ショーニン
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ
あっ	助動詞,*,*,*,五段・ラ行アル,連用タ接続,ある,アッ,アッ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。	記号,句点,*,*,*,*,。,。,。
ヘル	名詞,一般,*,*,*,*,ヘル,ヘル,ヘル
ボン	名詞,固有名詞,地域,一般,*,*,ボン,ボン,ボン
の	助詞,連体化,*,*,*,*,の,ノ,ノ
ぶどう酒	名詞,一般,*,*,*,*,ぶどう酒,ブドウシュ,ブドーシュ
と	助詞,並立助詞,*,*,*,*,と,ト,ト
赤	名詞,一般,*,*,*,*,赤,アカ,アカ
味	名詞,接尾,一般,*,*,*,味,ミ,ミ
がかっ	動詞,接尾,*,*,五段・ラ行,連用タ接続,がかる,ガカッ,ガカッ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
灰色	名詞,一般,*,*,*,*,灰色,ハイイロ,ハイイロ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
羊毛	名詞,一般,*,*,*,*,羊毛,ヨウモウ,ヨーモー
と共に	助詞,格助詞,連語,*,*,*,と共に,トトモニ,トトモニ
，	記号,読点,*,*,*,*,，,，,，
あなた	名詞,代名詞,一般,*,*,*,あなた,アナタ,アナタ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
あらゆる	連体詞,*,*,*,*,*,あらゆる,アラユル,アラユル
貴重	名詞,形容動詞語幹,*,*,*,*,貴重,キチョウ,キチョー
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
物	名詞,非自立,一般,*,*,*,物,モノ,モノ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
満ち	動詞,自立,*,*,一段,連用形,満ちる,ミチ,ミチ
あふれ	動詞,自立,*,*,一段,連用形,あふれる,アフレ,アフレ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
い	動詞,非自立,*,*,一段,連用形,いる,イ,イ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ
ある	助動詞,*,*,*,五段・ラ行アル,基本形,ある,アル,アル
。	記号,句点,*,*,*,*,。,。,。
ウザル	名詞,一般,*,*,*,*,*
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
ベダン	名詞,一般,*,*,*,*,*
と	助詞,並立助詞,*,*,*,*,と,ト,ト
ヤワン	名詞,一般,*,*,*,*,*
―	記号,一般,*,*,*,*,―,―,―
彼ら	名詞,代名詞,一般,*,*,*,彼ら,カレラ,カレラ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
あなた	名詞,代名詞,一般,*,*,*,あなた,アナタ,アナタ
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ
蓄え	動詞,自立,*,*,一段,連用形,蓄える,タクワエ,タクワエ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
物	名詞,非自立,一般,*,*,*,物,モノ,モノ
と	助詞,並立助詞,*,*,*,*,と,ト,ト
引き換え	名詞,一般,*,*,*,*,引き換え,ヒキカエ,ヒキカエ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
与え	動詞,自立,*,*,一段,連用形,与える,アタエ,アタエ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。	記号,句点,*,*,*,*,。,。,。
錬鉄	名詞,一般,*,*,*,*,錬鉄,レンテツ,レンテツ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
品	名詞,一般,*,*,*,*,品,シナ,シナ
，	記号,読点,*,*,*,*,，,，,，
カシア	名詞,一般,*,*,*,*,*
と	助詞,並立助詞,*,*,*,*,と,ト,ト
籐	名詞,一般,*,*,*,*,籐,トウ,トー
―	記号,一般,*,*,*,*,―,―,―
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
あなた	名詞,代名詞,一般,*,*,*,あなた,アナタ,アナタ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
交易	名詞,サ変接続,*,*,*,*,交易,コウエキ,コーエキ
品	名詞,接尾,一般,*,*,*,品,ヒン,ヒン
と	助詞,並立助詞,*,*,*,*,と,ト,ト
引き換え	名詞,一般,*,*,*,*,引き換え,ヒキカエ,ヒキカエ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。	記号,句点,*,*,*,*,。,。,。
デダン	名詞,一般,*,*,*,*,*
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
乗り物	名詞,一般,*,*,*,*,乗り物,ノリモノ,ノリモノ
用	名詞,接尾,一般,*,*,*,用,ヨウ,ヨー
の	助詞,連体化,*,*,*,*,の,ノ,ノ
織り	動詞,自立,*,*,五段・ラ行,連用形,織る,オリ,オリ
地	名詞,接尾,一般,*,*,*,地,チ,チ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
衣	名詞,一般,*,*,*,*,衣,コロモ,コロモ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
扱う	動詞,自立,*,*,五段・ワ行促音便,基本形,扱う,アツカウ,アツカウ
あなた	名詞,代名詞,一般,*,*,*,あなた,アナタ,アナタ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
貿易	名詞,サ変接続,*,*,*,*,貿易,ボウエキ,ボーエキ
商	名詞,接尾,一般,*,*,*,商,ショウ,ショー
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ
あっ	助動詞,*,*,*,五段・ラ行アル,連用タ接続,ある,アッ,アッ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。	記号,句点,*,*,*,*,。,。,。
アラブ	名詞,固有名詞,地域,一般,*,*,アラブ,アラブ,アラブ
人	名詞,接尾,一般,*,*,*,人,ジン,ジン
と	助詞,並立助詞,*,*,*,*,と,ト,ト
ケダル	名詞,一般,*,*,*,*,*
の	助詞,連体化,*,*,*,*,の,ノ,ノ
すべて	名詞,副詞可能,*,*,*,*,すべて,スベテ,スベテ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
長	名詞,一般,*,*,*,*,長,チョウ,チョー
も	助詞,係助詞,*,*,*,*,も,モ,モ
あなた	名詞,代名詞,一般,*,*,*,あなた,アナタ,アナタ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
雇わ	動詞,自立,*,*,五段・ワ行促音便,未然形,雇う,ヤトワ,ヤトワ
れる	動詞,接尾,*,*,一段,基本形,れる,レル,レル
商人	名詞,一般,*,*,*,*,商人,ショウニン,ショーニン
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ
あっ	助動詞,*,*,*,五段・ラ行アル,連用タ接続,ある,アッ,アッ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。	記号,句点,*,*,*,*,。,。,。
雄	名詞,一般,*,*,*,*,雄,ユウ,ユー
の	助詞,連体化,*,*,*,*,の,ノ,ノ
子羊	名詞,一般,*,*,*,*,子羊,コヒツジ,コヒツジ
，	記号,読点,*,*,*,*,，,，,，
雄	接頭詞,名詞接続,*,*,*,*,雄,オ,オ
羊	名詞,一般,*,*,*,*,羊,ヒツジ,ヒツジ
，	記号,読点,*,*,*,*,，,，,，
雄	接頭詞,名詞接続,*,*,*,*,雄,オ,オ
やぎ	名詞,一般,*,*,*,*,やぎ,ヤギ,ヤギ
―	記号,一般,*,*,*,*,―,―,―
彼ら	名詞,代名詞,一般,*,*,*,彼ら,カレラ,カレラ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
それら	名詞,代名詞,一般,*,*,*,それら,ソレラ,ソレラ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
もの	名詞,非自立,一般,*,*,*,もの,モノ,モノ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
扱う	動詞,自立,*,*,五段・ワ行促音便,基本形,扱う,アツカウ,アツカウ
あなた	名詞,代名詞,一般,*,*,*,あなた,アナタ,アナタ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
商人	名詞,一般,*,*,*,*,商人,ショウニン,ショーニン
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ
あっ	助動詞,*,*,*,五段・ラ行アル,連用タ接続,ある,アッ,アッ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。	記号,句点,*,*,*,*,。,。,。
シェバ	名詞,一般,*,*,*,*,*
と	助詞,並立助詞,*,*,*,*,と,ト,ト
ラアマ	名詞,一般,*,*,*,*,*
の	助詞,連体化,*,*,*,*,の,ノ,ノ
貿易	名詞,サ変接続,*,*,*,*,貿易,ボウエキ,ボーエキ
商	名詞,接尾,一般,*,*,*,商,ショウ,ショー
も	助詞,係助詞,*,*,*,*,も,モ,モ
あなた	名詞,代名詞,一般,*,*,*,あなた,アナタ,アナタ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
貿易	名詞,サ変接続,*,*,*,*,貿易,ボウエキ,ボーエキ
商	名詞,接尾,一般,*,*,*,商,ショウ,ショー
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ
あっ	助動詞,*,*,*,五段・ラ行アル,連用タ接続,ある,アッ,アッ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。	記号,句点,*,*,*,*,。,。,。
あらゆる	連体詞,*,*,*,*,*,あらゆる,アラユル,アラユル
種類	名詞,一般,*,*,*,*,種類,シュルイ,シュルイ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
最良	名詞,一般,*,*,*,*,最良,サイリョウ,サイリョー
の	助詞,連体化,*,*,*,*,の,ノ,ノ
香物	名詞,一般,*,*,*,*,香物,コウノモノ,コーノモノ
や	助詞,並立助詞,*,*,*,*,や,ヤ,ヤ
，	記号,読点,*,*,*,*,，,，,，
あらゆる	連体詞,*,*,*,*,*,あらゆる,アラユル,アラユル
種類	名詞,一般,*,*,*,*,種類,シュルイ,シュルイ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
宝石	名詞,一般,*,*,*,*,宝石,ホウセキ,ホーセキ
や	助詞,並立助詞,*,*,*,*,や,ヤ,ヤ
金	名詞,一般,*,*,*,*,金,キン,キン
と	助詞,並立助詞,*,*,*,*,と,ト,ト
引き換え	名詞,一般,*,*,*,*,引き換え,ヒキカエ,ヒキカエ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
あなた	名詞,代名詞,一般,*,*,*,あなた,アナタ,アナタ
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ
蓄え	動詞,自立,*,*,一段,連用形,蓄える,タクワエ,タクワエ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
物	名詞,非自立,一般,*,*,*,物,モノ,モノ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
与え	動詞,自立,*,*,一段,未然形,与える,アタエ,アタエ
られ	動詞,接尾,*,*,一段,連用形,られる,ラレ,ラレ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。	記号,句点,*,*,*,*,。,。,。
ハラン	名詞,一般,*,*,*,*,ハラン,ハラン,ハラン
と	助詞,並立助詞,*,*,*,*,と,ト,ト
カネ	名詞,一般,*,*,*,*,カネ,カネ,カネ
と	助詞,並立助詞,*,*,*,*,と,ト,ト
エデン	名詞,一般,*,*,*,*,エデン,エデン,エデン
，	記号,読点,*,*,*,*,，,，,，
シェバ	名詞,一般,*,*,*,*,*
の	助詞,連体化,*,*,*,*,の,ノ,ノ
貿易	名詞,サ変接続,*,*,*,*,貿易,ボウエキ,ボーエキ
商	名詞,接尾,一般,*,*,*,商,ショウ,ショー
，	記号,読点,*,*,*,*,，,，,，
アシュル	名詞,一般,*,*,*,*,*
[	名詞,サ変接続,*,*,*,*,*
と	助詞,並立助詞,*,*,*,*,と,ト,ト
