ところで	接続詞,*,*,*,*,*,ところで,トコロデ,トコロデ
ある	助動詞,*,*,*,五段・ラ行アル,基本形,ある,アル,アル
。	記号,句点,*,*,*,*,。,。,。
ゆえに	接続詞,*,*,*,*,*,ゆえに,ユエニ,ユエニ
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ
，	記号,読点,*,*,*,*,，,，,，
わたし	名詞,代名詞,一般,*,*,*,わたし,ワタシ,ワタシ
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ
なす	動詞,自立,*,*,五段・サ行,基本形,なす,ナス,ナス
まま	名詞,非自立,副詞可能,*,*,*,まま,ママ,ママ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
，	記号,読点,*,*,*,*,，,，,，
わたし	名詞,代名詞,一般,*,*,*,わたし,ワタシ,ワタシ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
怒り	名詞,一般,*,*,*,*,怒り,イカリ,イカリ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
彼ら	名詞,代名詞,一般,*,*,*,彼ら,カレラ,カレラ
に対して	助詞,格助詞,連語,*,*,*,に対して,ニタイシテ,ニタイシテ
燃え	動詞,自立,*,*,一段,連用形,燃える,モエ,モエ
，	記号,読点,*,*,*,*,，,，,，
わたし	名詞,代名詞,一般,*,*,*,わたし,ワタシ,ワタシ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
彼ら	名詞,代名詞,一般,*,*,*,彼ら,カレラ,カレラ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
滅ぼし	動詞,自立,*,*,五段・サ行,連用形,滅ぼす,ホロボシ,ホロボシ
絶やす	動詞,自立,*,*,五段・サ行,基本形,絶やす,タヤス,タヤス
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
まかせ	動詞,自立,*,*,一段,連用形,まかせる,マカセ,マカセ
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ
。	記号,句点,*,*,*,*,。,。,。
そして	接続詞,*,*,*,*,*,そして,ソシテ,ソシテ
，	記号,読点,*,*,*,*,，,，,，
あなた	名詞,代名詞,一般,*,*,*,あなた,アナタ,アナタ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
大いなる	連体詞,*,*,*,*,*,大いなる,オオイナル,オーイナル
国民	名詞,一般,*,*,*,*,国民,コクミン,コクミン
と	助詞,並立助詞,*,*,*,*,と,ト,ト
な	形容詞,自立,*,*,形容詞・アウオ段,ガル接続,ない,ナ,ナ
さ	名詞,接尾,特殊,*,*,*,さ,サ,サ
せよ	動詞,自立,*,*,サ変・スル,命令ｙｏ,する,セヨ,セヨ
」	記号,括弧閉,*,*,*,*,」,」,」
。	記号,句点,*,*,*,*,。,。,。
それで	接続詞,*,*,*,*,*,それで,ソレデ,ソレデ
モー	名詞,固有名詞,人名,姓,*,*,モー,モー,モー
セ	名詞,一般,*,*,*,*,セ,セ,セ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
自分	名詞,一般,*,*,*,*,自分,ジブン,ジブン
の	助詞,連体化,*,*,*,*,の,ノ,ノ
神	名詞,一般,*,*,*,*,神,カミ,カミ
エホバ	名詞,一般,*,*,*,*,エホバ,エホバ,エホバ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
顔	名詞,一般,*,*,*,*,顔,カオ,カオ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
和めよ	動詞,自立,*,*,一段,未然ウ接続,和める,ナゴメヨ,ナゴメヨ
う	助動詞,*,*,*,不変化型,基本形,う,ウ,ウ
として	助詞,格助詞,連語,*,*,*,として,トシテ,トシテ
こう	副詞,助詞類接続,*,*,*,*,こう,コウ,コー
言っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,言う,イッ,イッ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。	記号,句点,*,*,*,*,。,。,。
「	記号,括弧開,*,*,*,*,「,「,「
エホバ	名詞,一般,*,*,*,*,エホバ,エホバ,エホバ
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ
，	記号,読点,*,*,*,*,，,，,，
なぜ	副詞,助詞類接続,*,*,*,*,なぜ,ナゼ,ナゼ
あなた	名詞,代名詞,一般,*,*,*,あなた,アナタ,アナタ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
怒り	名詞,一般,*,*,*,*,怒り,イカリ,イカリ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
，	記号,読点,*,*,*,*,，,，,，
大いなる	連体詞,*,*,*,*,*,大いなる,オオイナル,オーイナル
力	名詞,一般,*,*,*,*,力,チカラ,チカラ
と	助詞,並立助詞,*,*,*,*,と,ト,ト
強い	形容詞,自立,*,*,形容詞・アウオ段,基本形,強い,ツヨイ,ツヨイ
み	接頭詞,名詞接続,*,*,*,*,み,ミ,ミ
手	名詞,一般,*,*,*,*,手,テ,テ
と	助詞,並立助詞,*,*,*,*,と,ト,ト
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
もっ	動詞,自立,*,*,五段・タ行,連用タ接続,もつ,モッ,モッ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
エジプト	名詞,固有名詞,地域,国,*,*,エジプト,エジプト,エジプト
の	助詞,連体化,*,*,*,*,の,ノ,ノ
地	名詞,一般,*,*,*,*,地,チ,チ
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ
携え	動詞,自立,*,*,一段,連用形,携える,タズサエ,タズサエ
出さ	動詞,非自立,*,*,五段・サ行,未然形,出す,ダサ,ダサ
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
ご	接頭詞,名詞接続,*,*,*,*,ご,ゴ,ゴ
自分	名詞,一般,*,*,*,*,自分,ジブン,ジブン
の	助詞,連体化,*,*,*,*,の,ノ,ノ
民	名詞,一般,*,*,*,*,民,ミン,ミン
に対して	助詞,格助詞,連語,*,*,*,に対して,ニタイシテ,ニタイシテ
燃え	動詞,自立,*,*,一段,未然形,燃える,モエ,モエ
なけれ	助動詞,*,*,*,特殊・ナイ,仮定形,ない,ナケレ,ナケレ
ば	助詞,接続助詞,*,*,*,*,ば,バ,バ
なら	動詞,非自立,*,*,五段・ラ行,未然形,なる,ナラ,ナラ
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
の	名詞,非自立,一般,*,*,*,の,ノ,ノ
でしょ	助動詞,*,*,*,特殊・デス,未然形,です,デショ,デショ
う	助動詞,*,*,*,不変化型,基本形,う,ウ,ウ
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
。	記号,句点,*,*,*,*,。,。,。
どうして	副詞,一般,*,*,*,*,どうして,ドウシテ,ドーシテ
エジプト	名詞,固有名詞,地域,国,*,*,エジプト,エジプト,エジプト
人	名詞,接尾,一般,*,*,*,人,ジン,ジン
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
，	記号,読点,*,*,*,*,，,，,，
『	記号,括弧開,*,*,*,*,『,『,『
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
悪意	名詞,一般,*,*,*,*,悪意,アクイ,アクイ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
もっ	動詞,自立,*,*,五段・タ行,連用タ接続,もつ,モッ,モッ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
彼ら	名詞,代名詞,一般,*,*,*,彼ら,カレラ,カレラ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
連れ出し	動詞,自立,*,*,五段・サ行,連用形,連れ出す,ツレダシ,ツレダシ
，	記号,読点,*,*,*,*,，,，,，
山	名詞,一般,*,*,*,*,山,ヤマ,ヤマ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
中	名詞,非自立,副詞可能,*,*,*,中,ナカ,ナカ
で	助詞,格助詞,一般,*,*,*,で,デ,デ
殺し	動詞,自立,*,*,五段・サ行,連用形,殺す,コロシ,コロシ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
地	名詞,一般,*,*,*,*,地,チ,チ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
表	名詞,一般,*,*,*,*,表,ヒョウ,ヒョー
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ
滅ぼし	動詞,自立,*,*,五段・サ行,連用形,滅ぼす,ホロボシ,ホロボシ
絶やそ	動詞,自立,*,*,五段・サ行,未然ウ接続,絶やす,タヤソ,タヤソ
う	助動詞,*,*,*,不変化型,基本形,う,ウ,ウ
と	助詞,格助詞,引用,*,*,*,と,ト,ト
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
の	名詞,非自立,一般,*,*,*,の,ノ,ノ
だ	助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
』	記号,括弧閉,*,*,*,*,』,』,』
など	助詞,副助詞,*,*,*,*,など,ナド,ナド
と	助詞,格助詞,引用,*,*,*,と,ト,ト
言っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,言う,イッ,イッ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
よい	形容詞,非自立,*,*,形容詞・アウオ段,基本形,よい,ヨイ,ヨイ
でしょ	助動詞,*,*,*,特殊・デス,未然形,です,デショ,デショ
う	助動詞,*,*,*,不変化型,基本形,う,ウ,ウ
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
。	記号,句点,*,*,*,*,。,。,。
燃える	動詞,自立,*,*,一段,基本形,燃える,モエル,モエル
み	接頭詞,名詞接続,*,*,*,*,み,ミ,ミ
怒り	名詞,一般,*,*,*,*,怒り,イカリ,イカリ
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ
離れ	動詞,自立,*,*,一段,連用形,離れる,ハナレ,ハナレ
，	記号,読点,*,*,*,*,，,，,，
あなた	名詞,代名詞,一般,*,*,*,あなた,アナタ,アナタ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
民	名詞,一般,*,*,*,*,民,ミン,ミン
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
臨む	動詞,自立,*,*,五段・マ行,基本形,臨む,ノゾム,ノゾム
災い	名詞,サ変接続,*,*,*,*,災い,ワザワイ,ワザワイ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
思い返し	動詞,自立,*,*,五段・サ行,連用形,思い返す,オモイカエシ,オモイカエシ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
ください	動詞,非自立,*,*,五段・ラ行特殊,連用形,くださる,クダサイ,クダサイ
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
よう	名詞,非自立,助動詞語幹,*,*,*,よう,ヨウ,ヨー
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
。	記号,句点,*,*,*,*,。,。,。
あなた	名詞,代名詞,一般,*,*,*,あなた,アナタ,アナタ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
僕	名詞,代名詞,一般,*,*,*,僕,ボク,ボク
アブラハム	名詞,一般,*,*,*,*,*
，	記号,読点,*,*,*,*,，,，,，
イサク	名詞,一般,*,*,*,*,*
，	記号,読点,*,*,*,*,，,，,，
イスラエル	名詞,固有名詞,地域,国,*,*,イスラエル,イスラエル,イスラエル
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
思い出し	動詞,自立,*,*,五段・サ行,連用形,思い出す,オモイダシ,オモイダシ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
ください	動詞,非自立,*,*,五段・ラ行特殊,命令ｉ,くださる,クダサイ,クダサイ
。	記号,句点,*,*,*,*,。,。,。
あなた	名詞,代名詞,一般,*,*,*,あなた,アナタ,アナタ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
ご	接頭詞,名詞接続,*,*,*,*,ご,ゴ,ゴ
自身	名詞,一般,*,*,*,*,自身,ジシン,ジシン
にかけて	助詞,格助詞,連語,*,*,*,にかけて,ニカケテ,ニカケテ
彼ら	名詞,代名詞,一般,*,*,*,彼ら,カレラ,カレラ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
誓わ	動詞,自立,*,*,五段・ワ行促音便,未然形,誓う,チカワ,チカワ
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ
，	記号,読点,*,*,*,*,，,，,，
『	記号,括弧開,*,*,*,*,『,『,『
わたし	名詞,代名詞,一般,*,*,*,わたし,ワタシ,ワタシ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
あなた	名詞,代名詞,一般,*,*,*,あなた,アナタ,アナタ
方	名詞,接尾,一般,*,*,*,方,カタ,カタ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
胤	名詞,一般,*,*,*,*,胤,タネ,タネ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
殖やし	動詞,自立,*,*,五段・サ行,連用形,殖やす,フヤシ,フヤシ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
天	名詞,一般,*,*,*,*,天,テン,テン
の	助詞,連体化,*,*,*,*,の,ノ,ノ
星	名詞,一般,*,*,*,*,星,ホシ,ホシ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
よう	名詞,非自立,助動詞語幹,*,*,*,よう,ヨウ,ヨー
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
，	記号,読点,*,*,*,*,，,，,，
わたし	名詞,代名詞,一般,*,*,*,わたし,ワタシ,ワタシ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
指定	名詞,サ変接続,*,*,*,*,指定,シテイ,シテイ
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
この	連体詞,*,*,*,*,*,この,コノ,コノ
すべて	名詞,副詞可能,*,*,*,*,すべて,スベテ,スベテ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
土地	名詞,一般,*,*,*,*,土地,トチ,トチ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
あなた	名詞,代名詞,一般,*,*,*,あなた,アナタ,アナタ
方	名詞,接尾,一般,*,*,*,方,カタ,カタ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
胤	名詞,一般,*,*,*,*,胤,タネ,タネ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
与え	動詞,自立,*,*,一段,連用形,与える,アタエ,アタエ
，	記号,読点,*,*,*,*,，,，,，
定め	名詞,一般,*,*,*,*,定め,サダメ,サダメ
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ
ない	形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
至る	動詞,自立,*,*,五段・ラ行,基本形,至る,イタル,イタル
まで	助詞,副助詞,*,*,*,*,まで,マデ,マデ
彼ら	名詞,代名詞,一般,*,*,*,彼ら,カレラ,カレラ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
確か	名詞,形容動詞語幹,*,*,*,*,確か,タシカ,タシカ
に	助詞,副詞化,*,*,*,*,に,ニ,ニ
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
所有	名詞,サ変接続,*,*,*,*,所有,ショユウ,ショユー
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル
よう	名詞,非自立,助動詞語幹,*,*,*,よう,ヨウ,ヨー
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル
』	記号,括弧閉,*,*,*,*,』,』,』
と	助詞,格助詞,引用,*,*,*,と,ト,ト
言わ	動詞,自立,*,*,五段・ワ行促音便,未然形,言う,イワ,イワ
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
の	名詞,非自立,一般,*,*,*,の,ノ,ノ
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス
」	記号,括弧閉,*,*,*,*,」,」,」
。	記号,句点,*,*,*,*,。,。,。
すると	接続詞,*,*,*,*,*,すると,スルト,スルト
エホバ	名詞,一般,*,*,*,*,エホバ,エホバ,エホバ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
ご	接頭詞,名詞接続,*,*,*,*,ご,ゴ,ゴ
自分	名詞,一般,*,*,*,*,自分,ジブン,ジブン
の	助詞,連体化,*,*,*,*,の,ノ,ノ
民	名詞,一般,*,*,*,*,民,ミン,ミン
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
下す	動詞,自立,*,*,五段・サ行,基本形,下す,クダス,クダス
と	助詞,格助詞,引用,*,*,*,と,ト,ト
言わ	動詞,自立,*,*,五段・ワ行促音便,未然形,言う,イワ,イワ
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
災い	名詞,サ変接続,*,*,*,*,災い,ワザワイ,ワザワイ
について	助詞,格助詞,連語,*,*,*,について,ニツイテ,ニツイテ
悔やま	動詞,自立,*,*,五段・マ行,未然形,悔やむ,クヤマ,クヤマ
れる	動詞,接尾,*,*,一段,基本形,れる,レル,レル
よう	名詞,非自立,助動詞語幹,*,*,*,よう,ヨウ,ヨー
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。	記号,句点,*,*,*,*,。,。,。
その後	名詞,副詞可能,*,*,*,*,その後,ソノゴ,ソノゴ
モーセ	名詞,一般,*,*,*,*,*
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
身	名詞,一般,*,*,*,*,身,ミ,ミ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
翻し	動詞,自立,*,*,五段・サ行,連用形,翻す,ヒルガエシ,ヒルガエシ
，	記号,読点,*,*,*,*,，,，,，
証	名詞,一般,*,*,*,*,証,アカシ,アカシ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
書き	動詞,自立,*,*,五段・カ行イ音便,連用形,書く,カキ,カキ
板	名詞,一般,*,*,*,*,板,イタ,イタ
二	名詞,数,*,*,*,*,二,ニ,ニ
枚	名詞,接尾,助数詞,*,*,*,枚,マイ,マイ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
手	名詞,一般,*,*,*,*,手,テ,テ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
山	名詞,一般,*,*,*,*,山,ヤマ,ヤマ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
下っ	動詞,自立,*,*,五段・ラ行,連用タ接続,下る,クダッ,クダッ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。	記号,句点,*,*,*,*,。,。,。
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
，	記号,読点,*,*,*,*,，,，,，
その	連体詞,*,*,*,*,*,その,ソノ,ソノ
両面	名詞,一般,*,*,*,*,両面,リョウメン,リョーメン
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
書き記し	動詞,自立,*,*,五段・サ行,連用形,書き記す,カキシルシ,カキシルシ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
書き	動詞,自立,*,*,五段・カ行イ音便,連用形,書く,カキ,カキ
板	名詞,一般,*,*,*,*,板,イタ,イタ
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ
あっ	助動詞,*,*,*,五段・ラ行アル,連用タ接続,ある,アッ,アッ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。	記号,句点,*,*,*,*,。,。,。
こちら	名詞,代名詞,一般,*,*,*,こちら,コチラ,コチラ
側	名詞,接尾,一般,*,*,*,側,ガワ,ガワ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
も	助詞,係助詞,*,*,*,*,も,モ,モ
向こう	名詞,一般,*,*,*,*,向こう,ムコウ,ムコー
側	名詞,接尾,一般,*,*,*,側,ガワ,ガワ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
も	助詞,係助詞,*,*,*,*,も,モ,モ
書き記し	動詞,自立,*,*,五段・サ行,連用形,書き記す,カキシルシ,カキシルシ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
あっ	動詞,非自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。	記号,句点,*,*,*,*,。,。,。
そして	接続詞,*,*,*,*,*,そして,ソシテ,ソシテ
，	記号,読点,*,*,*,*,，,，,，
その	連体詞,*,*,*,*,*,その,ソノ,ソノ
書き	動詞,自立,*,*,五段・カ行イ音便,連用形,書く,カキ,カキ
板	名詞,一般,*,*,*,*,板,イタ,イタ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
神	名詞,一般,*,*,*,*,神,カミ,カミ
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ
作ら	動詞,自立,*,*,五段・ラ行,未然形,作る,ツクラ,ツクラ
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
もの	名詞,非自立,一般,*,*,*,もの,モノ,モノ
，	記号,読点,*,*,*,*,，,，,，
その	連体詞,*,*,*,*,*,その,ソノ,ソノ
書	名詞,一般,*,*,*,*,書,ショ,ショ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
神	名詞,一般,*,*,*,*,神,カミ,カミ
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ
書か	動詞,自立,*,*,五段・カ行イ音便,未然形,書く,カカ,カカ
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
もの	名詞,非自立,一般,*,*,*,もの,モノ,モノ
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ
，	記号,読点,*,*,*,*,，,，,，
その	連体詞,*,*,*,*,*,その,ソノ,ソノ
書き	動詞,自立,*,*,五段・カ行イ音便,連用形,書く,カキ,カキ
板	名詞,一般,*,*,*,*,板,イタ,イタ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
上	名詞,非自立,副詞可能,*,*,*,上,ウエ,ウエ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
刻み込ま	動詞,自立,*,*,五段・マ行,未然形,刻み込む,キザミコマ,キザミコマ
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
い	動詞,非自立,*,*,一段,連用形,いる,イ,イ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。	記号,句点,*,*,*,*,。,。,。
その後	名詞,副詞可能,*,*,*,*,その後,ソノゴ,ソノゴ
ヨシュア	名詞,一般,*,*,*,*,*
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
，	記号,読点,*,*,*,*,，,，,，
叫び	名詞,一般,*,*,*,*,叫び,サケビ,サケビ
まわる	動詞,自立,*,*,五段・ラ行,基本形,まわる,マワル,マワル
民	名詞,一般,*,*,*,*,民,ミン,ミン
の	助詞,連体化,*,*,*,*,の,ノ,ノ
ざわめき	名詞,一般,*,*,*,*,ざわめき,ザワメキ,ザワメキ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
聞き	動詞,自立,*,*,五段・カ行イ音便,連用形,聞く,キキ,キキ
，	記号,読点,*,*,*,*,，,，,，
モー	名詞,固有名詞,人名,姓,*,*,モー,モー,モー
セ	名詞,一般,*,*,*,*,セ,セ,セ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
向かっ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,向かう,ムカッ,ムカッ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
こう	副詞,助詞類接続,*,*,*,*,こう,コウ,コー
言っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,言う,イッ,イッ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。	記号,句点,*,*,*,*,。,。,。
「	記号,括弧開,*,*,*,*,「,「,「
宿営	名詞,サ変接続,*,*,*,*,宿営,シュクエイ,シュクエイ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
戦闘	名詞,サ変接続,*,*,*,*,戦闘,セントウ,セントー
の	助詞,連体化,*,*,*,*,の,ノ,ノ
ざわめき	名詞,一般,*,*,*,*,ざわめき,ザワメキ,ザワメキ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
あり	動詞,自立,*,*,五段・ラ行,連用形,ある,アリ,アリ
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
」	記号,括弧閉,*,*,*,*,」,」,」
。	記号,句点,*,*,*,*,。,。,。
しかし	接続詞,*,*,*,*,*,しかし,シカシ,シカシ
彼	名詞,代名詞,一般,*,*,*,彼,カレ,カレ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
言っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,言う,イッ,イッ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
，	記号,読点,*,*,*,*,，,，,，
そして	接続詞,*,*,*,*,*,そして,ソシテ,ソシテ
宿営	名詞,サ変接続,*,*,*,*,宿営,シュクエイ,シュクエイ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
近づい	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,近づく,チカヅイ,チカズイ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
，	記号,読点,*,*,*,*,，,，,，
子	接頭詞,名詞接続,*,*,*,*,子,コ,コ
牛	名詞,一般,*,*,*,*,牛,ウシ,ウシ
と	助詞,並立助詞,*,*,*,*,と,ト,ト
踊り	名詞,一般,*,*,*,*,踊り,オドリ,オドリ
と	助詞,並立助詞,*,*,*,*,と,ト,ト
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
見る	動詞,自立,*,*,一段,基本形,見る,ミル,ミル
や	助詞,接続助詞,*,*,*,*,や,ヤ,ヤ
，	記号,読点,*,*,*,*,，,，,，
モー	名詞,固有名詞,人名,姓,*,*,モー,モー,モー
セ	名詞,一般,*,*,*,*,セ,セ,セ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
怒り	名詞,一般,*,*,*,*,怒り,イカリ,イカリ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
燃え立ち	動詞,自立,*,*,五段・タ行,連用形,燃え立つ,モエタチ,モエタチ
，	記号,読点,*,*,*,*,，,，,，
彼	名詞,代名詞,一般,*,*,*,彼,カレ,カレ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
直ちに	副詞,一般,*,*,*,*,直ちに,タダチニ,タダチニ
書き	動詞,自立,*,*,五段・カ行イ音便,連用形,書く,カキ,カキ
板	名詞,一般,*,*,*,*,板,イタ,イタ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
自分	名詞,一般,*,*,*,*,自分,ジブン,ジブン
の	助詞,連体化,*,*,*,*,の,ノ,ノ
手	名詞,一般,*,*,*,*,手,テ,テ
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ
投げ	動詞,自立,*,*,一段,連用形,投げる,ナゲ,ナゲ
，	記号,読点,*,*,*,*,，,，,，
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
山	名詞,一般,*,*,*,*,山,ヤマ,ヤマ
