後	名詞,接尾,副詞可能,*,*,*,後,ゴ,ゴ
や	助詞,並立助詞,*,*,*,*,や,ヤ,ヤ
酔わ	動詞,自立,*,*,五段・ワ行促音便,未然形,酔う,ヨワ,ヨワ
せる	動詞,接尾,*,*,一段,基本形,せる,セル,セル
酒	名詞,一般,*,*,*,*,酒,サケ,サケ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
飲ん	動詞,自立,*,*,五段・マ行,連用タ接続,飲む,ノン,ノン
で	助詞,接続助詞,*,*,*,*,で,デ,デ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
いけ	動詞,非自立,*,*,一段,未然形,いける,イケ,イケ
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
。	記号,句点,*,*,*,*,。,。,。
死ぬ	動詞,自立,*,*,五段・ナ行,基本形,死ぬ,シヌ,シヌ
こと	名詞,非自立,一般,*,*,*,こと,コト,コト
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ
ない	形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ
ため	名詞,非自立,副詞可能,*,*,*,ため,タメ,タメ
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ
ある	助動詞,*,*,*,五段・ラ行アル,基本形,ある,アル,アル
。	記号,句点,*,*,*,*,。,。,。
これ	名詞,代名詞,一般,*,*,*,これ,コレ,コレ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
あなた	名詞,代名詞,一般,*,*,*,あなた,アナタ,アナタ
方	名詞,接尾,一般,*,*,*,方,カタ,カタ
にとって	助詞,格助詞,連語,*,*,*,にとって,ニトッテ,ニトッテ
代々	名詞,副詞可能,*,*,*,*,代々,ダイダイ,ダイダイ
定め	名詞,一般,*,*,*,*,定め,サダメ,サダメ
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ
ない	形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
至る	動詞,自立,*,*,五段・ラ行,基本形,至る,イタル,イタル
法令	名詞,一般,*,*,*,*,法令,ホウレイ,ホーレイ
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ
ある	助動詞,*,*,*,五段・ラ行アル,基本形,ある,アル,アル
。	記号,句点,*,*,*,*,。,。,。
この	連体詞,*,*,*,*,*,この,コノ,コノ
よう	名詞,非自立,助動詞語幹,*,*,*,よう,ヨウ,ヨー
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル
の	名詞,非自立,一般,*,*,*,の,ノ,ノ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
，	記号,読点,*,*,*,*,，,，,，
聖なる	連体詞,*,*,*,*,*,聖なる,セイナル,セイナル
もの	名詞,非自立,一般,*,*,*,もの,モノ,モノ
と	助詞,格助詞,引用,*,*,*,と,ト,ト
俗	名詞,形容動詞語幹,*,*,*,*,俗,ゾク,ゾク
なる	助動詞,*,*,*,文語・ナリ,体言接続,なり,ナル,ナル
もの	名詞,非自立,一般,*,*,*,もの,モノ,モノ
，	記号,読点,*,*,*,*,，,，,，
汚れ	動詞,自立,*,*,一段,連用形,汚れる,ヨゴレ,ヨゴレ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
もの	名詞,非自立,一般,*,*,*,もの,モノ,モノ
と	助詞,格助詞,引用,*,*,*,と,ト,ト
清い	形容詞,自立,*,*,形容詞・アウオ段,基本形,清い,キヨイ,キヨイ
もの	名詞,非自立,一般,*,*,*,もの,モノ,モノ
と	助詞,並立助詞,*,*,*,*,と,ト,ト
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
区別	名詞,サ変接続,*,*,*,*,区別,クベツ,クベツ
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル
ため	名詞,非自立,副詞可能,*,*,*,ため,タメ,タメ
，	記号,読点,*,*,*,*,，,，,，
また	接続詞,*,*,*,*,*,また,マタ,マタ
，	記号,読点,*,*,*,*,，,，,，
エホバ	名詞,一般,*,*,*,*,エホバ,エホバ,エホバ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
モー	名詞,固有名詞,人名,姓,*,*,モー,モー,モー
セ	名詞,一般,*,*,*,*,セ,セ,セ
を通して	助詞,格助詞,連語,*,*,*,を通して,ヲトオシテ,ヲトーシテ
話し	動詞,自立,*,*,五段・サ行,連用形,話す,ハナシ,ハナシ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
すべて	名詞,副詞可能,*,*,*,*,すべて,スベテ,スベテ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
規定	名詞,サ変接続,*,*,*,*,規定,キテイ,キテイ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
イスラエル	名詞,固有名詞,地域,国,*,*,イスラエル,イスラエル,イスラエル
の	助詞,連体化,*,*,*,*,の,ノ,ノ
子	名詞,一般,*,*,*,*,子,コ,コ
ら	名詞,接尾,一般,*,*,*,ら,ラ,ラ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
教える	動詞,自立,*,*,一段,基本形,教える,オシエル,オシエル
ため	名詞,非自立,副詞可能,*,*,*,ため,タメ,タメ
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ
ある	助動詞,*,*,*,五段・ラ行アル,基本形,ある,アル,アル
」	記号,括弧閉,*,*,*,*,」,」,」
。	記号,句点,*,*,*,*,。,。,。
その後	名詞,副詞可能,*,*,*,*,その後,ソノゴ,ソノゴ
モーセ	名詞,一般,*,*,*,*,*
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
アロン	名詞,一般,*,*,*,*,アロン,アロン,アロン
および	助詞,接続助詞,*,*,*,*,および,オヨビ,オヨビ
残さ	動詞,自立,*,*,五段・サ行,未然形,残す,ノコサ,ノコサ
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
その	連体詞,*,*,*,*,*,その,ソノ,ソノ
息子	名詞,一般,*,*,*,*,息子,ムスコ,ムスコ
たち	名詞,接尾,一般,*,*,*,たち,タチ,タチ
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ
ある	助動詞,*,*,*,五段・ラ行アル,基本形,ある,アル,アル
エレアザル	名詞,一般,*,*,*,*,*
と	助詞,並立助詞,*,*,*,*,と,ト,ト
イタマル	名詞,一般,*,*,*,*,*
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
こう	副詞,助詞類接続,*,*,*,*,こう,コウ,コー
話し	動詞,自立,*,*,五段・サ行,連用形,話す,ハナシ,ハナシ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。	記号,句点,*,*,*,*,。,。,。
「	記号,括弧開,*,*,*,*,「,「,「
エホバ	名詞,一般,*,*,*,*,エホバ,エホバ,エホバ
へ	助詞,格助詞,一般,*,*,*,へ,ヘ,エ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
火	名詞,一般,*,*,*,*,火,ヒ,ヒ
による	助詞,格助詞,連語,*,*,*,による,ニヨル,ニヨル
捧げ	動詞,自立,*,*,一段,連用形,捧げる,ササゲ,ササゲ
物	名詞,接尾,一般,*,*,*,物,ブツ,ブツ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
うち	名詞,非自立,副詞可能,*,*,*,うち,ウチ,ウチ
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ
後	名詞,非自立,副詞可能,*,*,*,後,ノチ,ノチ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
残っ	動詞,自立,*,*,五段・ラ行,連用タ接続,残る,ノコッ,ノコッ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
穀物	名詞,一般,*,*,*,*,穀物,コクモツ,コクモツ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
捧げ	動詞,自立,*,*,一段,連用形,捧げる,ササゲ,ササゲ
物	名詞,接尾,一般,*,*,*,物,ブツ,ブツ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
取り	動詞,自立,*,*,五段・ラ行,連用形,取る,トリ,トリ
，	記号,読点,*,*,*,*,，,，,，
無	接頭詞,名詞接続,*,*,*,*,無,ム,ム
酵母	名詞,一般,*,*,*,*,酵母,コウボ,コーボ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
まま	名詞,非自立,副詞可能,*,*,*,まま,ママ,ママ
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
祭壇	名詞,一般,*,*,*,*,祭壇,サイダン,サイダン
の	助詞,連体化,*,*,*,*,の,ノ,ノ
近く	名詞,副詞可能,*,*,*,*,近く,チカク,チカク
で	助詞,格助詞,一般,*,*,*,で,デ,デ
食べ	動詞,自立,*,*,一段,連用形,食べる,タベ,タベ
なさい	動詞,非自立,*,*,五段・ラ行特殊,命令ｉ,なさる,ナサイ,ナサイ
。	記号,句点,*,*,*,*,。,。,。
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
極めて	副詞,一般,*,*,*,*,極めて,キワメテ,キワメテ
聖なる	連体詞,*,*,*,*,*,聖なる,セイナル,セイナル
もの	名詞,非自立,一般,*,*,*,もの,モノ,モノ
だ	助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス
。	記号,句点,*,*,*,*,。,。,。
それで	接続詞,*,*,*,*,*,それで,ソレデ,ソレデ
あなた	名詞,代名詞,一般,*,*,*,あなた,アナタ,アナタ
方	名詞,接尾,一般,*,*,*,方,カタ,カタ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
聖なる	連体詞,*,*,*,*,*,聖なる,セイナル,セイナル
場所	名詞,一般,*,*,*,*,場所,バショ,バショ
で	助詞,格助詞,一般,*,*,*,で,デ,デ
食べ	動詞,自立,*,*,一段,未然形,食べる,タベ,タベ
なけれ	助動詞,*,*,*,特殊・ナイ,仮定形,ない,ナケレ,ナケレ
ば	助詞,接続助詞,*,*,*,*,ば,バ,バ
なり	動詞,非自立,*,*,五段・ラ行,連用形,なる,ナリ,ナリ
ませ	助動詞,*,*,*,特殊・マス,未然形,ます,マセ,マセ
ん	助動詞,*,*,*,不変化型,基本形,ん,ン,ン
。	記号,句点,*,*,*,*,。,。,。
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
，	記号,読点,*,*,*,*,，,，,，
エホバ	名詞,一般,*,*,*,*,エホバ,エホバ,エホバ
へ	助詞,格助詞,一般,*,*,*,へ,ヘ,エ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
火	名詞,一般,*,*,*,*,火,ヒ,ヒ
による	助詞,格助詞,連語,*,*,*,による,ニヨル,ニヨル
捧げ	動詞,自立,*,*,一段,連用形,捧げる,ササゲ,ササゲ
物	名詞,接尾,一般,*,*,*,物,ブツ,ブツ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
うち	名詞,非自立,副詞可能,*,*,*,うち,ウチ,ウチ
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ
あなた	名詞,代名詞,一般,*,*,*,あなた,アナタ,アナタ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
あてがわ	動詞,自立,*,*,五段・ワ行促音便,未然形,あてがう,アテガワ,アテガワ
れる	動詞,接尾,*,*,一段,基本形,れる,レル,レル
分	名詞,接尾,一般,*,*,*,分,ブン,ブン
，	記号,読点,*,*,*,*,，,，,，
また	接続詞,*,*,*,*,*,また,マタ,マタ
あなた	名詞,代名詞,一般,*,*,*,あなた,アナタ,アナタ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
子	名詞,一般,*,*,*,*,子,コ,コ
ら	名詞,接尾,一般,*,*,*,ら,ラ,ラ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
あてがわ	動詞,自立,*,*,五段・ワ行促音便,未然形,あてがう,アテガワ,アテガワ
れる	動詞,接尾,*,*,一段,基本形,れる,レル,レル
分	名詞,接尾,一般,*,*,*,分,ブン,ブン
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ
ある	助動詞,*,*,*,五段・ラ行アル,基本形,ある,アル,アル
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス
。	記号,句点,*,*,*,*,。,。,。
わたし	名詞,代名詞,一般,*,*,*,わたし,ワタシ,ワタシ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
その	連体詞,*,*,*,*,*,その,ソノ,ソノ
よう	名詞,非自立,助動詞語幹,*,*,*,よう,ヨウ,ヨー
に	助詞,副詞化,*,*,*,*,に,ニ,ニ
命じ	動詞,自立,*,*,一段,未然形,命じる,メイジ,メイジ
られ	動詞,接尾,*,*,一段,連用形,られる,ラレ,ラレ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
の	名詞,非自立,一般,*,*,*,の,ノ,ノ
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス
。	記号,句点,*,*,*,*,。,。,。
また	接続詞,*,*,*,*,*,また,マタ,マタ
あなた	名詞,代名詞,一般,*,*,*,あなた,アナタ,アナタ
方	名詞,接尾,一般,*,*,*,方,カタ,カタ
，	記号,読点,*,*,*,*,，,，,，
すなわち	接続詞,*,*,*,*,*,すなわち,スナワチ,スナワチ
あなた	名詞,代名詞,一般,*,*,*,あなた,アナタ,アナタ
および	接続詞,*,*,*,*,*,および,オヨビ,オヨビ
共に	副詞,一般,*,*,*,*,共に,トモニ,トモニ
いる	動詞,自立,*,*,一段,基本形,いる,イル,イル
あなた	名詞,代名詞,一般,*,*,*,あなた,アナタ,アナタ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
息子	名詞,一般,*,*,*,*,息子,ムスコ,ムスコ
と	助詞,並立助詞,*,*,*,*,と,ト,ト
娘	名詞,一般,*,*,*,*,娘,ムスメ,ムスメ
たち	名詞,接尾,一般,*,*,*,たち,タチ,タチ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
，	記号,読点,*,*,*,*,，,，,，
振	動詞,自立,*,*,五段・ラ行,体言接続特殊２,振る,フ,フ
揺	名詞,固有名詞,人名,名,*,*,揺,ユラ,ユラ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
捧げ	動詞,自立,*,*,一段,連用形,捧げる,ササゲ,ササゲ
物	名詞,接尾,一般,*,*,*,物,ブツ,ブツ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
胸	名詞,一般,*,*,*,*,胸,ムネ,ムネ
と	助詞,並立助詞,*,*,*,*,と,ト,ト
神聖	名詞,形容動詞語幹,*,*,*,*,神聖,シンセイ,シンセイ
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
分	名詞,接尾,一般,*,*,*,分,ブン,ブン
として	助詞,格助詞,連語,*,*,*,として,トシテ,トシテ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
脚	名詞,一般,*,*,*,*,脚,アシ,アシ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
清い	形容詞,自立,*,*,形容詞・アウオ段,基本形,清い,キヨイ,キヨイ
場所	名詞,一般,*,*,*,*,場所,バショ,バショ
で	助詞,格助詞,一般,*,*,*,で,デ,デ
食べ	動詞,自立,*,*,一段,連用形,食べる,タベ,タベ
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
。	記号,句点,*,*,*,*,。,。,。
それら	名詞,代名詞,一般,*,*,*,それら,ソレラ,ソレラ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
，	記号,読点,*,*,*,*,，,，,，
イスラエル	名詞,固有名詞,地域,国,*,*,イスラエル,イスラエル,イスラエル
の	助詞,連体化,*,*,*,*,の,ノ,ノ
子	名詞,一般,*,*,*,*,子,コ,コ
ら	名詞,接尾,一般,*,*,*,ら,ラ,ラ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
共	名詞,一般,*,*,*,*,共,トモ,トモ
与	動詞,自立,*,*,五段・ラ行,体言接続特殊２,与る,アズカ,アズカ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
犠牲	名詞,一般,*,*,*,*,犠牲,ギセイ,ギセイ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
中	名詞,非自立,副詞可能,*,*,*,中,ナカ,ナカ
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ
あなた	名詞,代名詞,一般,*,*,*,あなた,アナタ,アナタ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
あてがわ	動詞,自立,*,*,五段・ワ行促音便,未然形,あてがう,アテガワ,アテガワ
れる	動詞,接尾,*,*,一段,基本形,れる,レル,レル
分	名詞,接尾,一般,*,*,*,分,ブン,ブン
，	記号,読点,*,*,*,*,，,，,，
また	接続詞,*,*,*,*,*,また,マタ,マタ
あなた	名詞,代名詞,一般,*,*,*,あなた,アナタ,アナタ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
子	名詞,一般,*,*,*,*,子,コ,コ
ら	名詞,接尾,一般,*,*,*,ら,ラ,ラ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
あてがわ	動詞,自立,*,*,五段・ワ行促音便,未然形,あてがう,アテガワ,アテガワ
れる	動詞,接尾,*,*,一段,基本形,れる,レル,レル
分	名詞,接尾,一般,*,*,*,分,ブン,ブン
として	助詞,格助詞,連語,*,*,*,として,トシテ,トシテ
与え	動詞,自立,*,*,一段,未然形,与える,アタエ,アタエ
られ	動詞,接尾,*,*,一段,連用形,られる,ラレ,ラレ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
いる	動詞,非自立,*,*,一段,基本形,いる,イル,イル
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス
。	記号,句点,*,*,*,*,。,。,。
彼ら	名詞,代名詞,一般,*,*,*,彼ら,カレラ,カレラ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
振	動詞,自立,*,*,五段・ラ行,体言接続特殊２,振る,フ,フ
揺	名詞,固有名詞,人名,名,*,*,揺,ユラ,ユラ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
捧げ	動詞,自立,*,*,一段,連用形,捧げる,ササゲ,ササゲ
物	名詞,接尾,一般,*,*,*,物,ブツ,ブツ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
エホバ	名詞,一般,*,*,*,*,エホバ,エホバ,エホバ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
前	名詞,副詞可能,*,*,*,*,前,マエ,マエ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
揺り動かす	動詞,自立,*,*,五段・サ行,基本形,揺り動かす,ユリウゴカス,ユリウゴカス
ため	名詞,非自立,副詞可能,*,*,*,ため,タメ,タメ
，	記号,読点,*,*,*,*,，,，,，
神聖	名詞,形容動詞語幹,*,*,*,*,神聖,シンセイ,シンセイ
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
分	名詞,接尾,一般,*,*,*,分,ブン,ブン
として	助詞,格助詞,連語,*,*,*,として,トシテ,トシテ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
脚	名詞,一般,*,*,*,*,脚,アシ,アシ
と	助詞,格助詞,一般,*,*,*,と,ト,ト
振	動詞,自立,*,*,五段・ラ行,体言接続特殊２,振る,フ,フ
揺	名詞,固有名詞,人名,名,*,*,揺,ユラ,ユラ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
捧げ	動詞,自立,*,*,一段,連用形,捧げる,ササゲ,ササゲ
物	名詞,接尾,一般,*,*,*,物,ブツ,ブツ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
胸	名詞,一般,*,*,*,*,胸,ムネ,ムネ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
，	記号,読点,*,*,*,*,，,，,，
火	名詞,一般,*,*,*,*,火,ヒ,ヒ
による	助詞,格助詞,連語,*,*,*,による,ニヨル,ニヨル
捧げ	動詞,自立,*,*,一段,連用形,捧げる,ササゲ,ササゲ
物	名詞,接尾,一般,*,*,*,物,ブツ,ブツ
として	助詞,格助詞,連語,*,*,*,として,トシテ,トシテ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
脂肪	名詞,一般,*,*,*,*,脂肪,シボウ,シボー
部分	名詞,一般,*,*,*,*,部分,ブブン,ブブン
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
添え	動詞,自立,*,*,一段,連用形,添える,ソエ,ソエ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
携え	動詞,自立,*,*,一段,連用形,携える,タズサエ,タズサエ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
来	動詞,非自立,*,*,カ変・来ル,連用形,来る,キ,キ
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
。	記号,句点,*,*,*,*,。,。,。
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
定め	名詞,一般,*,*,*,*,定め,サダメ,サダメ
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ
ない	形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
至る	動詞,自立,*,*,五段・ラ行,基本形,至る,イタル,イタル
まで	助詞,副助詞,*,*,*,*,まで,マデ,マデ
，	記号,読点,*,*,*,*,，,，,，
あなた	名詞,代名詞,一般,*,*,*,あなた,アナタ,アナタ
および	接続詞,*,*,*,*,*,および,オヨビ,オヨビ
共に	副詞,一般,*,*,*,*,共に,トモニ,トモニ
いる	動詞,自立,*,*,一段,基本形,いる,イル,イル
あなた	名詞,代名詞,一般,*,*,*,あなた,アナタ,アナタ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
子	名詞,一般,*,*,*,*,子,コ,コ
ら	名詞,接尾,一般,*,*,*,ら,ラ,ラ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
ため	名詞,非自立,副詞可能,*,*,*,ため,タメ,タメ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
あてがわ	動詞,自立,*,*,五段・ワ行促音便,未然形,あてがう,アテガワ,アテガワ
れる	動詞,接尾,*,*,一段,基本形,れる,レル,レル
分	名詞,接尾,一般,*,*,*,分,ブン,ブン
と	助詞,格助詞,一般,*,*,*,と,ト,ト
なる	動詞,自立,*,*,五段・ラ行,基本形,なる,ナル,ナル
の	名詞,非自立,一般,*,*,*,の,ノ,ノ
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス
。	記号,句点,*,*,*,*,。,。,。
エホバ	名詞,一般,*,*,*,*,エホバ,エホバ,エホバ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
命じ	動詞,自立,*,*,一段,未然形,命じる,メイジ,メイジ
られ	動詞,接尾,*,*,一段,連用形,られる,ラレ,ラレ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
とおり	名詞,非自立,副詞可能,*,*,*,とおり,トオリ,トーリ
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス
」	記号,括弧閉,*,*,*,*,」,」,」
。	記号,句点,*,*,*,*,。,。,。
さて	接続詞,*,*,*,*,*,さて,サテ,サテ
モー	名詞,固有名詞,人名,姓,*,*,モー,モー,モー
セ	名詞,一般,*,*,*,*,セ,セ,セ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
罪	名詞,一般,*,*,*,*,罪,ツミ,ツミ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
捧げ	動詞,自立,*,*,一段,連用形,捧げる,ササゲ,ササゲ
物	名詞,接尾,一般,*,*,*,物,ブツ,ブツ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
やぎ	名詞,一般,*,*,*,*,やぎ,ヤギ,ヤギ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
くま	名詞,一般,*,*,*,*,くま,クマ,クマ
なく	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,ない,ナク,ナク
捜し	動詞,自立,*,*,五段・サ行,連用形,捜す,サガシ,サガシ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。	記号,句点,*,*,*,*,。,。,。
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル
と	助詞,接続助詞,*,*,*,*,と,ト,ト
，	記号,読点,*,*,*,*,，,，,，
見よ	動詞,自立,*,*,一段,命令ｙｏ,見る,ミヨ,ミヨ
，	記号,読点,*,*,*,*,，,，,，
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
焼か	動詞,自立,*,*,五段・カ行イ音便,未然形,焼く,ヤカ,ヤカ
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
しまっ	動詞,非自立,*,*,五段・ワ行促音便,連用タ接続,しまう,シマッ,シマッ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
い	動詞,非自立,*,*,一段,連用形,いる,イ,イ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。	記号,句点,*,*,*,*,。,。,。
それで	接続詞,*,*,*,*,*,それで,ソレデ,ソレデ
彼	名詞,代名詞,一般,*,*,*,彼,カレ,カレ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
残さ	動詞,自立,*,*,五段・サ行,未然形,残す,ノコサ,ノコサ
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
アロン	名詞,一般,*,*,*,*,アロン,アロン,アロン
の	助詞,連体化,*,*,*,*,の,ノ,ノ
子	名詞,一般,*,*,*,*,子,コ,コ
ら	名詞,接尾,一般,*,*,*,ら,ラ,ラ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
エレアザル	名詞,一般,*,*,*,*,*
と	助詞,並立助詞,*,*,*,*,と,ト,ト
イタマル	名詞,一般,*,*,*,*,*
に対し	助詞,格助詞,連語,*,*,*,に対し,ニタイシ,ニタイシ
憤然	名詞,一般,*,*,*,*,憤然,フンゼン,フンゼン
として	助詞,格助詞,連語,*,*,*,として,トシテ,トシテ
言っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,言う,イッ,イッ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
，	記号,読点,*,*,*,*,，,，,，
「	記号,括弧開,*,*,*,*,「,「,「
どうして	副詞,一般,*,*,*,*,どうして,ドウシテ,ドーシテ
あなた	名詞,代名詞,一般,*,*,*,あなた,アナタ,アナタ
方	名詞,接尾,一般,*,*,*,方,カタ,カタ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
罪	名詞,一般,*,*,*,*,罪,ツミ,ツミ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
捧げ	動詞,自立,*,*,一段,連用形,捧げる,ササゲ,ササゲ
物	名詞,接尾,一般,*,*,*,物,ブツ,ブツ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
聖なる	連体詞,*,*,*,*,*,聖なる,セイナル,セイナル
場所	名詞,一般,*,*,*,*,場所,バショ,バショ
で	助詞,格助詞,一般,*,*,*,で,デ,デ
食べ	動詞,自立,*,*,一段,未然形,食べる,タベ,タベ
なかっ	助動詞,*,*,*,特殊・ナイ,連用タ接続,ない,ナカッ,ナカッ
